title,authors,paper_link,supplementary_link,arxiv_link
SnAG: Scalable and Accurate Video Grounding,"Fangzhou Mu,



Sicheng Mo,



Yin Li",,,
SPOT: Self-Training with Patch-Order Permutation for Object-Centric Learning with Autoregressive Transformers,"Ioannis Kakogeorgiou,



Spyros Gidaris,



Konstantinos Karantzalos,



Nikos Komodakis",,,
LiveHPS: LiDAR-based Scene-level Human Pose and Shape Estimation in Free Environment,"Yiming Ren,



Xiao Han,



Chengfeng Zhao,



Jingya Wang,



Lan Xu,



Jingyi Yu,



Yuexin Ma",,,
Segment Every Out-of-Distribution Object,"Wenjie Zhao,



Jia Li,



Xin Dong,



Yu Xiang,



Yunhui Guo",,,
Building Vision-Language Models on Solid Foundations with Masked Distillation,"Sepehr Sameni,



Kushal Kafle,



Hao Tan,



Simon Jenni",,,
Wavelet-based Fourier Information Interaction with Frequency Diffusion Adjustment for Underwater Image Restoration,"Chen Zhao,



Weiling Cai,



Chenyu Dong,



Chengwei Hu",,,
CroSel: Cross Selection of Confident Pseudo Labels for Partial-Label Learning,"Shiyu Tian,



Hongxin Wei,



Yiqun Wang,



Lei Feng",,,
PoNQ: a Neural QEM-based Mesh Representation,"Nissim Maruani,



Maks Ovsjanikov,



Pierre Alliez,



Mathieu Desbrun",,,
ModaVerse: Efficiently Transforming Modalities with LLMs,"Xinyu Wang,



Bohan Zhuang,



Qi Wu",,,
TransLoc4D: Transformer-based 4D Radar Place Recognition,"Guohao Peng,



Heshan Li,



Yangyang Zhao,



Jun Zhang,



Zhenyu Wu,



Pengyu Zheng,



Danwei Wang",,,
Frequency-aware Event-based Video Deblurring for Real-World Motion Blur,"Taewoo Kim,



Hoonhee Cho,



Kuk-Jin Yoon",,,
Multiscale Vision Transformers Meet Bipartite Matching for Efficient Single-stage Action Localization,"Ioanna Ntinou,



Enrique Sanchez,



Georgios Tzimiropoulos",,,
Boosting Order-Preserving and Transferability for Neural Architecture Search: a Joint Architecture Refined Search and Fine-tuning Approach,"Beichen Zhang,



Xiaoxing Wang,



Xiaohan Qin,



Junchi Yan",,,
Dr. Bokeh: DiffeRentiable Occlusion-aware Bokeh Rendering,"Yichen Sheng,



Zixun Yu,



Lu Ling,



Zhiwen Cao,



Xuaner Zhang,



Xin Lu,



Ke Xian,



Haiting Lin,



Bedrich Benes",,,
Unsegment Anything by Simulating Deformation,"Jiahao Lu,



Xingyi Yang,



Xinchao Wang",,,
Transductive Zero-Shot and Few-Shot CLIP,"Ségolène Martin,



Yunshi Huang,



Fereshteh Shakeri,



Jean-Christophe Pesquet,



Ismail Ben Ayed",,,
Deep Single Image Camera Calibration by Heatmap Regression to Recover Fisheye Images Under Manhattan World Assumption,"Nobuhiko Wakai,



Satoshi Sato,



Yasunori Ishii,



Takayoshi Yamashita",,,
ID-Blau: Image Deblurring by Implicit Diffusion-based reBLurring AUgmentation,"Jia-Hao Wu,



Fu-Jen Tsai,



Yan-Tsung Peng,



Chung-Chi Tsai,



Chia-Wen Lin,



Yen-Yu Lin",,,
LAENeRF: Local Appearance Editing for Neural Radiance Fields,"Lukas Radl,



Michael Steiner,



Andreas Kurz,



Markus Steinberger",,,
CSTA: CNN-based Spatiotemporal Attention for Video Summarization,"Jaewon Son,



Jaehun Park,



Kwangsu Kim",,,
Adversarial Score Distillation: When score distillation meets GAN,"Min Wei,



Jingkai Zhou,



Junyao Sun,



Xuesong Zhang",,,
Decentralized Directed Collaboration for Personalized Federated Learning,"Yingqi Liu,



Yifan Shi,



Qinglun Li,



Baoyuan Wu,



Xueqian Wang,



Li Shen",,,
Vector Graphics Generation via Mutually Impulsed Dual-domain Diffusion,"Zhongyin Zhao,



Ye Chen,



Zhangli Hu,



Xuanhong Chen,



Bingbing Ni",,,
PEM: Prototype-based Efficient MaskFormer for Image Segmentation,"Niccolò Cavagnero,



Gabriele Rosi,



Claudia Cuttano,



Francesca Pistilli,



Marco Ciccone,



Giuseppe Averta,



Fabio Cermelli",,,
Referring Expression Counting,"Siyang Dai,



Jun Liu,



Ngai-Man Cheung",,,
ScoreHypo: Probabilistic Human Mesh Estimation with Hypothesis Scoring,"Yuan Xu,



Xiaoxuan Ma,



Jiajun Su,



Wentao Zhu,



Yu Qiao,



Yizhou Wang",,,
GES : Generalized Exponential Splatting for Efficient Radiance Field Rendering,"Abdullah Hamdi,



Luke Melas-Kyriazi,



Jinjie Mai,



Guocheng Qian,



Ruoshi Liu,



Carl Vondrick,



Bernard Ghanem,



Andrea Vedaldi",,,
Learning to Predict Activity Progress by Self-Supervised Video Alignment,"Gerard Donahue,



Ehsan Elhamifar",,,
VicTR: Video-conditioned Text Representations for Activity Recognition,"Kumara Kahatapitiya,



Anurag Arnab,



Arsha Nagrani,



Michael S. Ryoo",,,
Label-Efficient Group Robustness via Out-of-Distribution Concept Curation,"Yiwei Yang,



Anthony Z. Liu,



Robert Wolfe,



Aylin Caliskan,



Bill Howe",,,
MMCert: Provable Defense against Adversarial Attacks to Multi-modal Models,"Yanting Wang,



Hongye Fu,



Wei Zou,



Jinyuan Jia",,,
3DToonify: Creating Your High-Fidelity 3D Stylized Avatar Easily from 2D Portrait Images,"Yifang Men,



Hanxi Liu,



Yuan Yao,



Miaomiao Cui,



Xuansong Xie,



Zhouhui Lian",,,
NAYER: Noisy Layer Data Generation for Efficient and Effective Data-free Knowledge Distillation,"Minh-Tuan Tran,



Trung Le,



Xuan-May Le,



Mehrtash Harandi,



Quan Hung Tran,



Dinh Phung",,,
OmniVec2 - A Novel Transformer based Network for Large Scale Multimodal and Multitask Learning,"Siddharth Srivastava,



Gaurav Sharma",,,
Investigating Compositional Challenges in Vision-Language Models for Visual Grounding,"Yunan Zeng,



Yan Huang,



Jinjin Zhang,



Zequn Jie,



Zhenhua Chai,



Liang Wang",,,
6D-Diff: A Keypoint Diffusion Framework for 6D Object Pose Estimation,"Li Xu,



Haoxuan Qu,



Yujun Cai,



Jun Liu",,,
Generative Region-Language Pretraining for Open-Ended Object Detection,"Chuang Lin,



Yi Jiang,



Lizhen Qu,



Zehuan Yuan,



Jianfei Cai",,,
Enhancing Post-training Quantization Calibration through Contrastive Learning,"Yuzhang Shang,



Gaowen Liu,



Ramana Rao Kompella,



Yan Yan",,,
Efficient Model Stealing Defense with Noise Transition Matrix,"Dong-Dong Wu,



Chilin Fu,



Weichang Wu,



Wenwen Xia,



Xiaolu Zhang,



Jun Zhou,



Min-Ling Zhang",,,
MeshPose: Unifying DensePose and 3D Body Mesh Reconstruction,"Eric-Tuan Le,



Antonis Kakolyris,



Petros Koutras,



Himmy Tam,



Efstratios Skordos,



George Papandreou,



Riza Alp Güler,



Iasonas Kokkinos",,,
Unsupervised Salient Instance Detection,"Xin Tian,



Ke Xu,



Rynson Lau",,,
Enhancing Visual Document Understanding with Contrastive Learning in Large Visual-Language Models,"Xin Li,



Yunfei Wu,



Xinghua Jiang,



Zhihao Guo,



Mingming Gong,



Haoyu Cao,



Yinsong Liu,



Deqiang Jiang,



Xing Sun",,,
Move Anything with Layered Scene Diffusion,"Jiawei Ren,



Mengmeng Xu,



Jui-Chieh Wu,



Ziwei Liu,



Tao Xiang,



Antoine Toisoul",,,
GS-SLAM: Dense Visual SLAM with 3D Gaussian Splatting,"Chi Yan,



Delin Qu,



Dan Xu,



Bin Zhao,



Zhigang Wang,



Dong Wang,



Xuelong Li",,,
Scaffold-GS: Structured 3D Gaussians for View-Adaptive Rendering,"Tao Lu,



Mulin Yu,



Linning Xu,



Yuanbo Xiangli,



Limin Wang,



Dahua Lin,



Bo Dai",,,
Data Valuation and Detections in Federated Learning,"Wenqian Li,



Shuran Fu,



Fengrui Zhang,



Yan Pang",,,
Classes Are Not Equal: An Empirical Study on Image Recognition Fairness,"Jiequan Cui,



Beier Zhu,



Xin Wen,



Xiaojuan Qi,



Bei Yu,



Hanwang Zhang",,,
Human Gaussian Splatting: Real-time Rendering of Animatable Avatars,"Arthur Moreau,



Jifei Song,



Helisa Dhamo,



Richard Shaw,



Yiren Zhou,



Eduardo Pérez-Pellitero",,,
Multi-Scale 3D Gaussian Splatting for Anti-Aliased Rendering,"Zhiwen Yan,



Weng Fei Low,



Yu Chen,



Gim Hee Lee",,,
A Bayesian Approach to OOD Robustness in Image Classification,"Prakhar Kaushik,



Adam Kortylewski,



Alan Yuille",,,
Unified-IO 2: Scaling Autoregressive Multimodal Models with Vision Language Audio and Action,"Jiasen Lu,



Christopher Clark,



Sangho Lee,



Zichen Zhang,



Savya Khosla,



Ryan Marten,



Derek Hoiem,



Aniruddha Kembhavi",,,
Joint Reconstruction of 3D Human and Object via Contact-Based Refinement Transformer,"Hyeongjin Nam,



Daniel Sungho Jung,



Gyeongsik Moon,



Kyoung Mu Lee",,,
TIM: A Time Interval Machine for Audio-Visual Action Recognition,"Jacob Chalk,



Jaesung Huh,



Evangelos Kazakos,



Andrew Zisserman,



Dima Damen",,,
The Devil is in the Details: StyleFeatureEditor for Detail-Rich StyleGAN Inversion and High Quality Image Editing,"Denis Bobkov,



Vadim Titov,



Aibek Alanov,



Dmitry Vetrov",,,
Unbiased Estimator for Distorted Conics in Camera Calibration,"Chaehyeon Song,



Jaeho Shin,



Myung-Hwan Jeon,



Jongwoo Lim,



Ayoung Kim",,,
MultiPhys: Multi-Person Physics-aware 3D Motion Estimation,"Nicolas Ugrinovic,



Boxiao Pan,



Georgios Pavlakos,



Despoina Paschalidou,



Bokui Shen,



Jordi Sanchez-Riera,



Francesc Moreno-Noguer,



Leonidas Guibas",,,
Multi-Level Neural Scene Graphs for Dynamic Urban Environments,"Tobias Fischer,



Lorenzo Porzi,



Samuel Rota Bulo,



Marc Pollefeys,



Peter Kontschieder",,,
Would Deep Generative Models Amplify Bias in Future Models?,"Tianwei Chen,



Yusuke Hirota,



Mayu Otani,



Noa Garcia,



Yuta Nakashima",,,
Bayes' Rays: Uncertainty Quantification for Neural Radiance Fields,"Lily Goli,



Cody Reading,



Silvia Sellán,



Alec Jacobson,



Andrea Tagliasacchi",,,
NIVeL: Neural Implicit Vector Layers for Text-to-Vector Generation,"Vikas Thamizharasan,



Difan Liu,



Matthew Fisher,



Nanxuan Zhao,



Evangelos Kalogerakis,



Michal Lukac",,,
Driving-Video Dehazing with Non-Aligned Regularization for Safety Assistance,"Junkai Fan,



Jiangwei Weng,



Kun Wang,



Yijun Yang,



Jianjun Qian,



Jun Li,



Jian Yang",,,
Is Vanilla MLP in Neural Radiance Field Enough for Few-shot View Synthesis?,"Hanxin Zhu,



Tianyu He,



Xin Li,



Bingchen Li,



Zhibo Chen",,,
CVT-xRF: Contrastive In-Voxel Transformer for 3D Consistent Radiance Fields from Sparse Inputs,"Yingji Zhong,



Lanqing Hong,



Zhenguo Li,



Dan Xu",,,
OAKINK2: A Dataset of Bimanual Hands-Object Manipulation in Complex Task Completion,"Xinyu Zhan,



Lixin Yang,



Yifei Zhao,



Kangrui Mao,



Hanlin Xu,



Zenan Lin,



Kailin Li,



Cewu Lu",,,
CogAgent: A Visual Language Model for GUI Agents,"Wenyi Hong,



Weihan Wang,



Qingsong Lv,



Jiazheng Xu,



Wenmeng Yu,



Junhui Ji,



Yan Wang,



Zihan Wang,



Yuxiao Dong,



Ming Ding,



Jie Tang",,,
Text-Guided 3D Face Synthesis - From Generation to Editing,"Yunjie Wu,



Yapeng Meng,



Zhipeng Hu,



Lincheng Li,



Haoqian Wu,



Kun Zhou,



Weiwei Xu,



Xin Yu",,,
AIDE: An Automatic Data Engine for Object Detection in Autonomous Driving,"Mingfu Liang,



Jong-Chyi Su,



Samuel Schulter,



Sparsh Garg,



Shiyu Zhao,



Ying Wu,



Manmohan Chandraker",,,
Multiplane Prior Guided Few-Shot Aerial Scene Rendering,"Zihan Gao,



Licheng Jiao,



Lingling Li,



Xu Liu,



Fang Liu,



Puhua Chen,



Yuwei Guo",,,
MAS: Multi-view Ancestral Sampling for 3D Motion Generation Using 2D Diffusion,"Roy Kapon,



Guy Tevet,



Daniel Cohen-Or,



Amit H. Bermano",,,
Smart Help: Strategic Opponent Modeling for Proactive and Adaptive Robot Assistance in Households,"Zhihao Cao,



Zidong Wang,



Siwen Xie,



Anji Liu,



Lifeng Fan",,,
Bilateral Event Mining and Complementary for Event Stream Super-Resolution,"Zhilin Huang,



Quanmin Liang,



Yijie Yu,



Chujun Qin,



Xiawu Zheng,



Kai Huang,



Zikun Zhou,



Wenming Yang",,,
Online Task-Free Continual Generative and Discriminative Learning via Dynamic Cluster Memory,"Fei Ye,



Adrian G. Bors",,,
Rapid Motor Adaptation for Robotic Manipulator Arms,"Yichao Liang,



Kevin Ellis,



João Henriques",,,
SANeRF-HQ: Segment Anything for NeRF in High Quality,"Yichen Liu,



Benran Hu,



Chi-Keung Tang,



Yu-Wing Tai",,,
DSGG: Dense Relation Transformer for an End-to-end Scene Graph Generation,"Zeeshan Hayder,



Xuming He",,,
Transcending the Limit of Local Window: Advanced Super-Resolution Transformer with Adaptive Token Dictionary,"Leheng Zhang,



Yawei Li,



Xingyu Zhou,



Xiaorui Zhao,



Shuhang Gu",,,
Object Dynamics Modeling with Hierarchical Point Cloud-based Representations,"Chanho Kim,



Li Fuxin",,,
WWW: A Unified Framework for Explaining What Where and Why of Neural Networks by Interpretation of Neuron Concepts,"Yong Hyun Ahn,



Hyeon Bae Kim,



Seong Tae Kim",,,
SkySense: A Multi-Modal Remote Sensing Foundation Model Towards Universal Interpretation for Earth Observation Imagery,"Xin Guo,



Jiangwei Lao,



Bo Dang,



Yingying Zhang,



Lei Yu,



Lixiang Ru,



Liheng Zhong,



Ziyuan Huang,



Kang Wu,



Dingxiang Hu,



Huimei He,



Jian Wang,



Jingdong Chen,



Ming Yang,



Yongjun Zhang,



Yansheng Li",,,
CaKDP: Category-aware Knowledge Distillation and Pruning Framework for Lightweight 3D Object Detection,"Haonan Zhang,



Longjun Liu,



Yuqi Huang,



Zhao Yang,



Xinyu Lei,



Bihan Wen",,,
Mixed-Precision Quantization for Federated Learning on Resource-Constrained Heterogeneous Devices,"Huancheng Chen,



Haris Vikalo",,,
CFAT: Unleashing Triangular Windows for Image Super-resolution,"Abhisek Ray,



Gaurav Kumar,



Maheshkumar H. Kolekar",,,
ICP-Flow: LiDAR Scene Flow Estimation with ICP,"Yancong Lin,



Holger Caesar",,,
MADTP: Multimodal Alignment-Guided Dynamic Token Pruning for Accelerating Vision-Language Transformer,"Jianjian Cao,



Peng Ye,



Shengze Li,



Chong Yu,



Yansong Tang,



Jiwen Lu,



Tao Chen",,,
G-NeRF: Geometry-enhanced Novel View Synthesis from Single-View Images,"Zixiong Huang,



Qi Chen,



Libo Sun,



Yifan Yang,



Naizhou Wang,



Qi Wu,



Mingkui Tan",,,
Neural Fields as Distributions: Signal Processing Beyond Euclidean Space,"Daniel Rebain,



Soroosh Yazdani,



Kwang Moo Yi,



Andrea Tagliasacchi",,,
Rolling Shutter Correction with Intermediate Distortion Flow Estimation,"Mingdeng Cao,



Sidi Yang,



Yujiu Yang,



Yinqiang Zheng",,,
Style Blind Domain Generalized Semantic Segmentation via Covariance Alignment and Semantic Consistence Contrastive Learning,"Woo-Jin Ahn,



Geun-Yeong Yang,



Hyun-Duck Choi,



Myo-Taeg Lim",,,
Attack To Defend: Exploiting Adversarial Attacks for Detecting Poisoned Models,"Samar Fares,



Karthik Nandakumar",,,
X-3D: Explicit 3D Structure Modeling for Point Cloud Recognition,"Shuofeng Sun,



Yongming Rao,



Jiwen Lu,



Haibin Yan",,,
SpiderMatch: 3D Shape Matching with Global Optimality and Geometric Consistency,"Paul Roetzer,



Florian Bernard",,,
Troika: Multi-Path Cross-Modal Traction for Compositional Zero-Shot Learning,"Siteng Huang,



Biao Gong,



Yutong Feng,



Min Zhang,



Yiliang Lv,



Donglin Wang",,,
One More Step: A Versatile Plug-and-Play Module for Rectifying Diffusion Schedule Flaws and Enhancing Low-Frequency Controls,"Minghui Hu,



Jianbin Zheng,



Chuanxia Zheng,



Chaoyue Wang,



Dacheng Tao,



Tat-Jen Cham",,,
Enhancing Multimodal Cooperation via Sample-level Modality Valuation,"Yake Wei,



Ruoxuan Feng,



Zihe Wang,



Di Hu",,,
Evidential Active Recognition: Intelligent and Prudent Open-World Embodied Perception,"Lei Fan,



Mingfu Liang,



Yunxuan Li,



Gang Hua,



Ying Wu",,,
SatSynth: Augmenting Image-Mask Pairs through Diffusion Models for Aerial Semantic Segmentation,"Aysim Toker,



Marvin Eisenberger,



Daniel Cremers,



Laura Leal-Taixé",,,
XScale-NVS: Cross-Scale Novel View Synthesis with Hash Featurized Manifold,"Guangyu Wang,



Jinzhi Zhang,



Fan Wang,



Ruqi Huang,



Lu Fang",,,
Ink Dot-Oriented Differentiable Optimization for Neural Image Halftoning,"Hao Jiang,



Bingfeng Zhou,



Yadong Mu",,,
The Unreasonable Effectiveness of Pre-Trained Features for Camera Pose Refinement,"Gabriele Trivigno,



Carlo Masone,



Barbara Caputo,



Torsten Sattler",,,
Scalable 3D Registration via Truncated Entry-wise Absolute Residuals,"Tianyu Huang,



Liangzu Peng,



Rene Vidal,



Yun-Hui Liu",,,
ExtraNeRF: Visibility-Aware View Extrapolation of Neural Radiance Fields with Diffusion Models,"Meng-Li Shih,



Wei-Chiu Ma,



Lorenzo Boyice,



Aleksander Holynski,



Forrester Cole,



Brian Curless,



Janne Kontkanen",,,
Equivariant Plug-and-Play Image Reconstruction,"Matthieu Terris,



Thomas Moreau,



Nelly Pustelnik,



Julian Tachella",,,
CLIP as RNN: Segment Countless Visual Concepts without Training Endeavor,"Shuyang Sun,



Runjia Li,



Philip Torr,



Xiuye Gu,



Siyang Li",,,
LP++: A Surprisingly Strong Linear Probe for Few-Shot CLIP,"Yunshi Huang,



Fereshteh Shakeri,



Jose Dolz,



Malik Boudiaf,



Houda Bahig,



Ismail Ben Ayed",,,
Active Generalized Category Discovery,"Shijie Ma,



Fei Zhu,



Zhun Zhong,



Xu-Yao Zhang,



Cheng-Lin Liu",,,
HIVE: Harnessing Human Feedback for Instructional Visual Editing,"Shu Zhang,



Xinyi Yang,



Yihao Feng,



Can Qin,



Chia-Chih Chen,



Ning Yu,



Zeyuan Chen,



Huan Wang,



Silvio Savarese,



Stefano Ermon,



Caiming Xiong,



Ran Xu",,,
StrokeFaceNeRF: Stroke-based Facial Appearance Editing in Neural Radiance Field,"Xiao-Juan Li,



Dingxi Zhang,



Shu-Yu Chen,



Feng-Lin Liu",,,
FlowVQTalker: High-Quality Emotional Talking Face Generation through Normalizing Flow and Quantization,"Shuai Tan,



Bin Ji,



Ye Pan",,,
Learning from Observer Gaze: Zero-Shot Attention Prediction Oriented by Human-Object Interaction Recognition,"Yuchen Zhou,



Linkai Liu,



Chao Gou",,,
ProxyCap: Real-time Monocular Full-body Capture in World Space via Human-Centric Proxy-to-Motion Learning,"Yuxiang Zhang,



Hongwen Zhang,



Liangxiao Hu,



Jiajun Zhang,



Hongwei Yi,



Shengping Zhang,



Yebin Liu",,,
OpenBias: Open-set Bias Detection in Text-to-Image Generative Models,"Moreno D'Incà,



Elia Peruzzo,



Massimiliano Mancini,



Dejia Xu,



Vidit Goel,



Xingqian Xu,



Zhangyang Wang,



Humphrey Shi,



Nicu Sebe",,,
On the Robustness of Language Guidance for Low-Level Vision Tasks: Findings from Depth Estimation,"Agneet Chatterjee,



Tejas Gokhale,



Chitta Baral,



Yezhou Yang",,,
UFOGen: You Forward Once Large Scale Text-to-Image Generation via Diffusion GANs,"Yanwu Xu,



Yang Zhao,



Zhisheng Xiao,



Tingbo Hou",,,
3DiffTection: 3D Object Detection with Geometry-Aware Diffusion Features,"Chenfeng Xu,



Huan Ling,



Sanja Fidler,



Or Litany",,,
Lift3D: Zero-Shot Lifting of Any 2D Vision Model to 3D,"Mukund Varma T,



Peihao Wang,



Zhiwen Fan,



Zhangyang Wang,



Hao Su,



Ravi Ramamoorthi",,,
LowRankOcc: Tensor Decomposition and Low-Rank Recovery for Vision-based 3D Semantic Occupancy Prediction,"Linqing Zhao,



Xiuwei Xu,



Ziwei Wang,



Yunpeng Zhang,



Borui Zhang,



Wenzhao Zheng,



Dalong Du,



Jie Zhou,



Jiwen Lu",,,
Multiway Point Cloud Mosaicking with Diffusion and Global Optimization,"Shengze Jin,



Iro Armeni,



Marc Pollefeys,



Daniel Barath",,,
Novel View Synthesis with View-Dependent Effects from a Single Image,"Juan Luis Gonzalez Bello,



Munchurl Kim",,,
Point2RBox: Combine Knowledge from Synthetic Visual Patterns for End-to-end Oriented Object Detection with Single Point Supervision,"Yi Yu,



Xue Yang,



Qingyun Li,



Feipeng Da,



Jifeng Dai,



Yu Qiao,



Junchi Yan",,,
PBWR: Parametric-Building-Wireframe Reconstruction from Aerial LiDAR Point Clouds,"Shangfeng Huang,



Ruisheng Wang,



Bo Guo,



Hongxin Yang",,,
Spectrum AUC Difference (SAUCD): Human-aligned 3D Shape Evaluation,"Tianyu Luan,



Zhong Li,



Lele Chen,



Xuan Gong,



Lichang Chen,



Yi Xu,



Junsong Yuan",,,
